Date,Asset,Holdings,Cash,Total,Returns
2021-03-25,0.0,0.0,10000.0,10000.0,
2021-03-26,0.0,0.0,10000.0,10000.0,0.0
2021-03-29,0.0,0.0,10000.0,10000.0,0.0
2021-03-30,0.0,0.0,10000.0,10000.0,0.0
2021-03-31,0.0,0.0,10000.0,10000.0,0.0
2021-04-01,0.0,0.0,10000.0,10000.0,0.0
2021-04-05,0.0,0.0,10000.0,10000.0,0.0
2021-04-06,0.0,0.0,10000.0,10000.0,0.0
2021-04-07,0.0,0.0,10000.0,10000.0,0.0
2021-04-08,0.0,0.0,10000.0,10000.0,0.0
2021-04-09,0.0,0.0,10000.0,10000.0,0.0
2021-04-12,0.0,0.0,10000.0,10000.0,0.0
2021-04-13,0.0,0.0,10000.0,10000.0,0.0
2021-04-14,0.0,0.0,10000.0,10000.0,0.0
2021-04-15,0.0,0.0,10000.0,10000.0,0.0
2021-04-16,0.0,0.0,10000.0,10000.0,0.0
2021-04-19,0.0,0.0,10000.0,10000.0,0.0
2021-04-20,0.0,0.0,10000.0,10000.0,0.0
2021-04-21,0.0,0.0,10000.0,10000.0,0.0
